code,date,gap_rate,rise_2to1,rise_1to0,target_price,stop_price,reached,stopped,days_to_reach,min_low_pct,ma_arr,total_range,prev_range,high_pt,low_pt,cond1_hit,cond2_hit,cond3_hit,strategy_full
462010,20251022,2.56,0.19,7.03,6735,5050,False,False,,-3.61,MA5>MA20>MA60>MA40>MA120,390,330,5965,5450,False,False,False,False
462330,20260122,2.79,-3.46,17.18,1982,1358,True,False,4.0,9.23,MA60>MA5>MA40>MA20>MA120,273,82,1849,1538,False,False,False,False
465350,20260202,2.05,3.54,4.77,22125,17355,False,True,,-8.71,MA120>MA60>MA40>MA20>MA5,1400,970,20425,18840,False,False,False,False
466930,20251016,3.75,1.0,4.98,12775,11752,True,False,1.0,0.12,MA5>MA20>MA40>MA60>MA120,665,160,12910,11875,False,False,False,False
469070,20251103,3.31,7.01,9.86,15340,11092,False,True,,-16.0,MA5>MA20>MA40>MA60>MA120,1665,680,14270,11830,True,False,False,False
469070,20251204,3.57,0.77,4.53,13645,12042,True,False,7.0,-2.21,MA5>MA40>MA20>MA60>MA120,665,330,13370,12280,False,False,False,False
469150,20260105,4.85,7.78,7.3,36110,24885,True,False,17.0,-0.3,MA5>MA20>MA40>MA60>MA120,4220,2100,33315,25990,False,False,False,False
471760,20260105,3.43,7.75,6.27,15630,10792,True,False,17.0,-2.28,MA5>MA60>MA40>MA20>MA120,1675,915,14220,11385,False,False,False,False
471760,20260128,3.4,4.62,6.8,17430,13235,True,False,2.0,-0.36,MA5>MA20>MA40>MA60>MA120,1650,735,16445,13880,False,False,False,False
471990,20260105,3.33,5.02,4.25,18920,14712,True,False,17.0,-3.94,MA5>MA20>MA40>MA60>MA120,1465,850,17760,15215,False,False,False,False
473640,20251017,3.25,2.54,4.61,31256,28862,False,True,,-6.84,MA5>MA20>MA40>MA60>MA120,1417,364,31352,29441,False,False,False,False
473640,20251223,2.5,3.96,3.41,36725,32484,False,True,,-8.44,MA5>MA20>MA40>MA60>MA120,1627,868,35793,32923,False,False,False,False
473640,20260112,2.04,1.52,3.83,36187,33091,True,False,1.0,2.99,MA5>MA20>MA40>MA60>MA120,1692,409,36038,33288,False,False,False,False
474800,20260105,2.25,1.01,3.79,12442,11582,True,False,1.0,0.49,MA20>MA40>MA5>MA60>MA120,543,105,12501,11614,False,False,False,False
475300,20251024,2.56,-0.47,2.99,13095,11200,False,True,,-8.61,MA5>MA20>MA40>MA60>MA120,580,405,12475,11595,False,False,False,False
475300,20260128,3.29,4.74,11.87,17385,12350,True,False,2.0,3.25,MA5>MA20>MA40>MA60>MA120,2320,670,16500,13365,False,False,False,False
475310,20260128,3.51,4.6,5.59,25485,19402,True,False,2.0,-1.66,MA5>MA20>MA40>MA60>MA120,2185,1165,23845,20365,False,False,False,False
487750,20260128,3.04,4.16,5.86,20815,16175,True,False,9.0,-5.74,MA5>MA20>MA40>MA60>MA120,1750,850,19650,17190,False,False,False,False
488080,20260105,8.14,14.85,10.73,28635,15638,True,False,16.0,-3.59,MA5>MA20>MA40>MA60>MA120,4675,2550,25200,16930,False,False,False,False
494310,20260105,7.64,13.61,8.94,46315,26210,True,False,16.0,-4.78,MA5>MA20>MA40>MA60>MA120,7020,4040,40780,28145,False,False,False,False
494670,20251022,2.36,6.8,4.84,33010,24908,False,False,,-8.3,MA5>MA20>MA40>MA60>MA120,2800,1517,30625,26673,False,False,False,False
494840,20260105,2.8,0.08,3.31,13262,12566,True,False,1.0,2.05,MA5>MA20>MA40>MA60>MA120,449,124,13363,12535,False,False,False,False
494840,20260112,2.99,0.4,5.02,15138,13272,True,False,5.0,2.33,MA5>MA20>MA40>MA60>MA120,743,314,14700,13588,False,False,False,False
494890,20260105,2.54,2.63,3.84,19823,17038,True,False,7.0,-0.4,MA5>MA20>MA40>MA60>MA120,1158,494,19269,17283,False,False,False,False
495040,20260105,2.41,2.44,3.13,19538,17106,True,False,3.0,-0.89,MA5>MA20>MA40>MA60>MA120,993,459,19054,17348,False,False,False,False
495060,20260107,2.38,1.77,2.49,18870,16670,True,False,7.0,-1.41,MA5>MA20>MA40>MA60>MA120,680,530,18220,17190,False,False,False,False
495750,20260105,2.49,2.06,3.18,19695,17306,True,False,3.0,-0.54,MA5>MA20>MA40>MA60>MA120,889,480,19119,17541,False,False,False,False
496770,20260106,2.35,3.33,4.57,21025,17332,True,False,4.0,1.3,MA5>MA20>MA60>MA40>MA120,1325,655,19975,17930,False,False,False,False
499790,20251118,2.27,9.83,10.65,60800,39625,False,False,,-1.11,MA60>MA40>MA120>MA5>MA20,6150,3750,52600,44650,False,False,False,False
499790,20260205,2.9,2.41,10.14,72800,51350,False,True,,-11.09,MA5>MA120>MA20>MA60>MA40,6300,3600,64400,61300,True,True,False,False
500069,20251229,2.09,2.05,5.16,80510,71178,True,False,2.0,1.73,MA5>MA20>MA40>MA60>MA120,4625,1220,79335,72495,False,False,False,False
500069,20260128,2.66,6.9,3.57,144455,103480,True,False,13.0,-12.46,MA5>MA20>MA40>MA60>MA120,12450,8480,130635,107685,False,False,False,False
500071,20251201,2.45,9.1,3.42,47205,37925,False,True,,-13.3,MA20>MA5>MA40>MA60>MA120,3150,1855,44505,38695,False,False,False,False
500071,20260126,3.68,9.07,22.63,62455,35048,True,False,2.0,15.02,MA5>MA20>MA40>MA60>MA120,13105,3130,57835,40200,False,False,False,False
500071,20260128,2.7,5.11,14.99,80885,46890,False,False,,-12.09,MA5>MA20>MA40>MA60>MA120,12820,5155,71275,52805,False,False,False,False
500071,20260129,5.79,14.99,5.87,89440,53575,False,True,,-25.79,MA5>MA20>MA40>MA60>MA120,10950,7610,77610,62690,True,True,False,False
500094,20251121,3.21,4.12,4.17,16845,15708,True,False,1.0,2.22,MA5>MA20>MA40>MA60>MA120,765,170,17025,15725,False,False,False,False
500094,20260107,5.96,-4.38,6.24,16875,15702,True,False,1.0,0.26,MA20>MA5>MA40>MA60>MA120,1055,155,17440,15415,False,False,False,False
500020,20260106,2.53,0.57,2.68,57235,56178,True,False,1.0,0.94,MA5>MA20>MA40>MA60>MA120,1575,45,58585,55540,False,False,False,False
500050,20251027,2.56,0.98,2.69,44580,43668,True,False,1.0,0.77,MA5>MA20>MA40>MA60>MA120,1215,75,45565,43355,False,False,False,False
500050,20251111,2.05,0.87,2.3,46370,44400,True,False,1.0,0.64,MA5>MA20>MA40>MA60>MA120,1130,370,46465,44335,False,False,False,False
500029,20251125,5.89,2.33,6.07,23600,21622,True,False,1.0,-0.65,MA5>MA20>MA40>MA60>MA120,1425,340,24100,21605,False,False,False,False
500029,20260128,2.11,3.23,7.24,141190,87898,False,True,,-61.3,MA5>MA20>MA40>MA60>MA120,10375,12535,115995,100195,True,False,False,False
500037,20251017,6.92,1.07,7.04,82220,74408,True,False,1.0,-6.28,MA5>MA20>MA40>MA60>MA120,5585,1320,84105,75780,False,False,False,False
500037,20260128,2.51,0.01,5.16,123575,105582,True,False,1.0,10.4,MA5>MA20>MA40>MA60>MA120,6915,3270,119225,108730,False,False,False,False
500037,20260129,8.21,5.16,12.91,147600,104095,False,True,,-31.95,MA5>MA20>MA40>MA60>MA120,17890,7380,138310,108660,False,False,False,False
520054,20260128,2.17,6.98,3.27,150115,102245,True,False,14.0,-10.71,MA5>MA20>MA40>MA60>MA120,12960,10330,132015,108260,False,False,False,False
520056,20251020,2.22,1.12,5.06,41850,31890,True,False,11.0,1.61,MA5>MA20>MA40>MA60>MA120,2400,1965,37455,33945,False,False,False,False
520056,20260126,3.82,8.9,19.34,60630,35202,True,False,2.0,15.06,MA5>MA20>MA40>MA60>MA120,11665,3205,55905,39450,False,False,False,False
520056,20260128,2.33,8.25,14.91,81025,46378,False,False,,-11.8,MA5>MA20>MA40>MA60>MA120,12785,5275,70830,52480,False,False,False,False
520056,20260129,4.92,14.91,7.12,89840,52458,False,True,,-25.14,MA5>MA20>MA40>MA60>MA120,11845,7515,77740,62275,True,False,False,False
520075,20251222,3.79,-1.09,4.62,34525,33285,True,False,1.0,4.62,MA5>MA60>MA40>MA20>MA120,1610,40,35740,32820,False,False,False,False
520075,20260107,2.52,1.81,2.61,39735,37910,True,False,1.0,0.2,MA5>MA20>MA60>MA40>MA120,1300,285,40145,37855,False,False,False,False
520075,20260112,4.81,-3.12,8.19,43190,36502,True,False,1.0,4.55,MA5>MA20>MA40>MA60>MA120,3925,895,43285,36770,False,False,False,False
520075,20260115,5.91,1.16,6.98,44965,42020,True,False,1.0,0.63,MA5>MA20>MA40>MA60>MA120,3110,235,46920,41310,False,False,False,False
520081,20251120,9.55,0.43,10.78,57285,50160,True,False,3.0,-8.58,MA20>MA5>MA40>MA60>MA120,6460,865,60715,48650,False,False,False,False
520081,20251222,4.03,2.35,5.45,55425,50422,True,False,2.0,-0.02,MA20>MA40>MA60>MA5>MA120,3295,670,56035,50190,False,False,False,False
520087,20251223,2.9,3.61,4.75,45500,39028,False,True,,-12.21,MA5>MA20>MA60>MA40>MA120,2925,1060,44475,39415,False,False,False,False
520009,20251023,6.01,3.79,7.57,6375,5310,True,False,2.0,2.96,MA60>MA120>MA40>MA20>MA5,580,180,6360,5370,False,False,False,False
530104,20260105,4.27,5.87,7.74,100270,73635,True,False,8.0,0.03,MA5>MA20>MA40>MA60>MA120,10770,4605,94395,75920,False,False,False,False
530106,20260126,3.68,8.73,22.89,61985,34385,True,False,2.0,15.23,MA5>MA20>MA40>MA60>MA120,13160,3160,57285,39450,False,False,False,False
530106,20260128,2.53,5.41,14.56,80765,46330,False,False,,-12.31,MA5>MA20>MA40>MA60>MA120,12690,5320,70685,52535,False,False,False,False
530106,20260129,5.55,14.56,6.71,88830,52875,False,True,,-25.65,MA5>MA20>MA40>MA60>MA120,11250,7485,77235,64485,True,False,False,False
530107,20260202,4.64,4.81,12.99,2441,1622,False,True,,-16.38,MA120>MA60>MA40>MA20>MA5,299,152,2222,1861,True,True,False,False
530111,20260121,10.14,5.85,23.73,2750,1882,True,False,1.0,18.83,MA60>MA40>MA120>MA20>MA5,535,90,2775,2065,False,False,False,False
530111,20260122,9.31,23.73,18.25,4005,1998,False,True,,-33.39,MA60>MA120>MA40>MA5>MA20,785,360,3535,2300,True,False,False,False
530134,20260107,5.96,-3.93,6.33,17360,15702,True,False,1.0,0.09,MA20>MA5>MA40>MA60>MA120,1065,270,17570,16005,False,False,False,False
530134,20260202,3.78,-0.12,9.56,16130,11415,False,True,,-27.78,MA60>MA40>MA120>MA20>MA5,1750,785,14825,12250,True,False,False,False
530136,20251210,7.97,12.14,9.25,18310,15505,True,False,1.0,-1.99,MA120>MA60>MA40>MA20>MA5,1870,445,18755,15475,False,False,False,False
530136,20251212,11.5,0.68,11.93,20675,16375,True,False,1.0,1.44,MA120>MA60>MA40>MA20>MA5,2840,715,21350,15890,False,False,False,False
530031,20251023,6.31,3.94,8.66,1252,1016,True,False,2.0,3.73,MA60>MA120>MA40>MA20>MA5,126,38,1243,1031,False,False,False,False
530055,20260121,2.83,1.45,7.08,157310,132628,True,False,3.0,-0.15,MA5>MA20>MA40>MA60>MA120,12225,3245,154210,136380,False,False,False,False
530055,20260128,3.62,0.5,6.4,182390,154492,True,False,1.0,10.16,MA5>MA20>MA40>MA60>MA120,13205,4590,178890,158665,False,False,False,False
530055,20260129,9.58,6.4,12.75,202650,156352,False,True,,-34.35,MA5>MA20>MA40>MA60>MA120,26785,7250,203780,159750,False,False,False,False
530061,20251113,8.24,1.71,11.84,43600,37000,True,False,1.0,-3.43,MA5>MA20>MA40>MA60>MA120,4890,800,45135,37490,False,False,False,False
530061,20251212,3.55,1.37,6.14,67745,54705,True,False,6.0,-4.39,MA5>MA20>MA40>MA60>MA120,3530,2675,62675,57375,False,False,False,False
530061,20260126,11.86,10.8,16.66,160845,113085,True,False,1.0,-3.15,MA5>MA20>MA40>MA60>MA120,27790,6975,161745,112805,False,False,False,False
550062,20251223,2.43,3.99,3.22,89280,79135,True,False,13.0,-6.34,MA5>MA20>MA40>MA60>MA120,4490,1810,87680,79360,False,False,False,False
550062,20260129,8.77,7.3,12.06,133550,103045,False,True,,-34.05,MA5>MA20>MA40>MA60>MA120,17950,4440,134410,103780,False,False,False,False
550064,20251210,9.87,-0.41,11.71,60530,55185,True,False,1.0,2.09,MA5>MA20>MA40>MA60>MA120,7080,180,65985,53295,False,False,False,False
550064,20251212,3.88,1.75,5.77,77100,64470,True,False,6.0,-4.69,MA5>MA20>MA40>MA60>MA120,4230,2440,73255,66545,False,False,False,False
550064,20251222,4.47,-1.13,8.17,86365,70275,True,False,2.0,4.14,MA5>MA20>MA40>MA60>MA120,6990,2980,83740,72525,False,False,False,False
550064,20251224,6.44,1.94,7.24,90460,77828,True,False,1.0,4.23,MA5>MA20>MA40>MA60>MA120,6975,2145,90435,77250,False,False,False,False
550064,20251226,3.5,7.24,9.11,100815,83288,True,False,1.0,7.6,MA5>MA20>MA40>MA60>MA120,8695,2085,98415,86015,False,False,False,False
550064,20260123,6.42,-2.04,10.96,175075,121058,True,False,1.0,16.38,MA5>MA20>MA40>MA60>MA120,23905,9080,165995,125790,False,False,False,False
550064,20260126,11.84,10.96,16.98,192940,133962,True,False,1.0,-3.13,MA5>MA20>MA40>MA60>MA120,33065,8890,192450,134735,False,False,False,False
550064,20260128,4.03,3.45,6.8,270725,164065,False,True,,-62.62,MA5>MA20>MA40>MA60>MA120,25830,23865,226675,183295,False,False,False,False
550089,20251016,3.89,5.62,5.15,40875,36038,True,False,1.0,0.18,MA5>MA20>MA40>MA60>MA120,2715,750,40860,36105,False,False,False,False
550089,20260128,5.97,2.58,6.48,78280,71255,True,False,1.0,0.89,MA5>MA20>MA40>MA60>MA120,5800,935,80890,70505,False,False,False,False
550091,20251208,2.05,2.55,4.45,28975,25075,True,False,12.0,-2.71,MA60>MA120>MA40>MA20>MA5,1650,655,28205,25790,False,False,False,False
550091,20260105,2.14,2.54,4.61,31410,28402,True,False,1.0,1.56,MA5>MA120>MA60>MA20>MA40,1625,370,31210,29060,False,False,False,False
550092,20260115,4.53,-3.15,6.74,213145,168970,True,False,3.0,-5.97,MA5>MA20>MA120>MA60>MA40,12020,9945,196945,182005,True,True,False,False
570059,20251223,2.88,3.55,3.66,116955,102112,False,True,,-9.42,MA5>MA20>MA40>MA60>MA120,6155,2770,114115,102905,False,False,False,False
570059,20260112,3.14,2.4,5.34,113660,105045,True,False,1.0,2.8,MA5>MA20>MA40>MA60>MA120,5770,1115,114815,105690,False,False,False,False
570059,20260121,3.3,2.07,6.71,135235,113568,True,False,3.0,-1.46,MA5>MA20>MA40>MA60>MA120,10385,3095,132240,116335,False,False,False,False
570059,20260128,2.39,0.52,5.05,150130,131845,True,False,1.0,10.32,MA5>MA20>MA40>MA60>MA120,8220,2930,147105,134480,False,False,False,False
570059,20260129,9.96,5.05,12.49,162470,129710,False,True,,-32.98,MA5>MA20>MA40>MA60>MA120,21650,4615,166800,130650,False,False,False,False
570061,20251113,8.22,2.43,10.19,63870,56198,True,False,1.0,-4.16,MA5>MA20>MA40>MA60>MA120,6395,995,66785,56000,False,False,False,False
570061,20251212,3.76,1.39,6.23,100480,82248,True,False,6.0,-4.08,MA5>MA20>MA40>MA60>MA120,5505,3575,94080,88380,False,False,False,False
570061,20251222,6.08,-2.09,9.87,110755,89265,True,False,2.0,4.0,MA5>MA20>MA40>MA60>MA120,9970,3860,108080,92055,False,False,False,False
570061,20260129,6.33,5.52,10.31,361555,232680,False,True,,-15.27,MA5>MA20>MA40>MA60>MA120,29210,27190,303685,260225,False,False,False,False
570069,20251127,3.84,-0.42,8.51,42525,35562,True,False,2.0,3.8,MA40>MA20>MA5>MA60>MA120,3525,970,41820,36530,False,False,False,False
570069,20251223,5.56,14.93,10.3,86610,58288,True,False,1.0,14.36,MA5>MA20>MA40>MA60>MA120,10775,4935,79385,62685,False,False,False,False
570081,20260126,3.67,8.81,23.46,62260,35035,True,False,2.0,16.3,MA5>MA20>MA40>MA60>MA120,13300,2970,57955,40170,False,False,False,False
570103,20251105,2.27,2.87,2.44,6220,5428,True,False,9.0,-2.13,MA120>MA60>MA40>MA20>MA5,295,160,6030,5455,False,False,False,False
570103,20251107,2.84,-1.19,3.36,6045,5612,True,False,5.0,-3.02,MA120>MA60>MA40>MA20>MA5,255,70,6065,5600,False,False,False,False
570116,20251023,6.44,4.27,8.88,21875,17845,True,False,2.0,4.11,MA60>MA120>MA40>MA20>MA5,2200,650,21795,18075,False,False,False,False
570116,20251223,2.63,4.67,2.71,20200,18795,True,False,1.0,-0.13,MA120>MA60>MA40>MA20>MA5,740,255,20160,18705,False,False,False,False
580016,20251027,2.26,1.49,2.75,21860,21122,True,False,1.0,0.96,MA5>MA20>MA40>MA60>MA120,625,95,22155,21010,False,False,False,False
580021,20251118,3.22,0.5,3.43,12520,11738,True,False,6.0,-3.85,MA60>MA40>MA20>MA120>MA5,425,145,12520,11760,False,False,False,False
580021,20251210,3.74,6.59,4.6,12325,11125,True,False,2.0,-0.99,MA60>MA120>MA40>MA20>MA5,700,195,12370,11100,False,False,False,False
580021,20251212,5.81,0.33,6.06,13085,11522,True,False,1.0,0.19,MA60>MA120>MA40>MA5>MA20,955,275,13230,11395,False,False,False,False
580021,20260112,4.35,4.89,6.43,17160,13820,False,True,,-8.06,MA5>MA20>MA120>MA60>MA40,990,780,16085,14405,False,False,False,False
580022,20260121,2.46,1.74,7.07,105625,88325,True,False,3.0,-0.27,MA5>MA20>MA40>MA60>MA120,8450,2295,103295,90995,False,False,False,False
580022,20260128,3.63,-0.02,6.98,122650,102878,True,False,1.0,10.57,MA5>MA20>MA40>MA60>MA120,9135,3195,119775,105690,False,False,False,False
580022,20260129,9.51,6.98,12.46,134190,103842,False,True,,-34.73,MA5>MA20>MA40>MA60>MA120,18175,4590,135695,105585,False,False,False,False
610012,20251223,2.72,3.71,3.66,89187,79004,True,False,11.0,-6.66,MA5>MA20>MA40>MA60>MA120,4632,1830,87782,79530,False,False,False,False
610012,20260121,2.89,1.52,6.39,103485,88132,True,False,2.0,-0.32,MA5>MA20>MA40>MA60>MA120,7495,2165,101540,90135,False,False,False,False
610012,20260128,3.31,0.81,6.79,118270,102115,True,False,1.0,11.01,MA5>MA20>MA40>MA60>MA120,9120,2000,117795,103815,False,False,False,False
610012,20260129,8.29,6.79,12.09,134205,103122,False,True,,-34.52,MA5>MA20>MA40>MA60>MA120,17785,4565,134365,104245,False,False,False,False
700017,20251103,4.28,0.81,6.28,40595,37442,True,False,1.0,2.85,MA5>MA20>MA40>MA60>MA120,2465,295,41435,37950,False,False,False,False
700017,20260126,9.16,4.18,29.41,53968,35110,True,False,1.0,15.23,MA5>MA20>MA40>MA60>MA120,13230,967,55922,38272,False,False,False,False
760011,20251022,3.18,1.25,9.74,16615,11232,True,False,5.0,1.8,MA5>MA20>MA60>MA40>MA120,1375,1010,14305,12370,False,False,False,False
760011,20260128,3.06,-0.13,12.84,20200,13268,False,False,,-14.71,MA5>MA60>MA40>MA20>MA120,2695,1025,18335,14445,True,False,False,False
760016,20251223,5.21,-0.31,9.24,139320,96050,True,False,11.0,-10.89,MA40>MA60>MA20>MA5>MA120,14100,7975,125175,104910,False,False,False,False
